"gene","all15_adjusted_technique_logFC","all15_adjusted_technique_FDR","fresh11_logFC","fresh11_FDR","fresh_no_prior_treatment_logFC","fresh_no_prior_treatment_FDR"
"NECTIN3",0.186531553775233,0.962718721338874,0.0597578725878401,0.96421701039658,0.108800271488974,0.941924218767205
"CD96",0.156623726506626,0.975333653661194,0.112747317952202,0.957810913092003,0.0731908787668103,0.973942463195293
"PHLDB2",0.167924413503329,0.970712837078205,0.107222983853057,0.951722449221458,0.0725976732988188,0.964953305857239
"CD200",-0.062876869877509,0.987676987381042,-0.02287929931414,0.987944373981679,-0.186278514338463,0.893999230675575
"ATG3",0.0631111537745001,0.937120241257205,0.0340459412480796,0.923714046475634,0.0363704466862575,0.925310472180374
"CCDC80",-0.645944180512347,0.847763278066247,-0.643551397229365,0.582946363140296,-0.788789653580762,0.494508229263021
"NAA50",0.127162014456345,0.885618959136343,0.067310527113672,0.875331448516334,0.0326629852998277,0.953664291216341
"ATP6V1A",-0.0702746217286415,0.937120241257205,-0.0640489199975855,0.838765148518691,-0.0871809663522308,0.81122171597849
"ZBTB20",-0.170398439545616,0.805297296612406,-0.133840991791127,0.675806956804428,-0.182853887897775,0.540045864690696
"AC026341.1",-0.111341514994073,0.964792346825516,-0.0507193895301605,0.96668416533004,-0.0777790273926333,0.957032935111442
"GAP43",0.214685851870875,0.969952634197529,0.232261338504201,0.865887045284762,0.304164469486466,0.831764246533378
"LSAMP",-0.531351298462245,0.851499968841155,-0.326557257570769,0.820756688134211,-0.783601940664431,0.41778242206138
"AC092691.1",-0.899551082030445,0.680936246736474,-0.557515322025213,0.638613914919712,-1.00496593215166,0.364381114006951
"B4GALT4",-0.0268420053320183,0.987165551409643,-0.0214263379162702,0.968099084668931,-0.1051981543586,0.811785898017482
"ARHGAP31",0.00292949235071642,0.994700390530767,0.0291865573494761,0.950670754810894,0.019922429804783,0.972994753675532
"TMEM39A",0.0597470573343295,0.968529247878935,0.0903488103663988,0.865887045284762,0.00340241635105254,0.995952806686825
"POGLUT1",0.00190950687199607,0.998216842306075,0.0539561012451072,0.879318949048446,0.102794500855388,0.76214077234056
"TIMMDC1",0.117394033177387,0.903608037062864,0.138047179699415,0.716412132322489,0.175194191094455,0.648991108605065
"AC073352.2",-0.724792618614104,0.59030874370855,-0.410640623933664,0.539909812541728,-0.569365246371981,0.18131672651448
"PLA1A",-0.351046463059997,0.832719567576112,-0.194469918166721,0.777605663903616,-0.266271682385851,0.726399829480394
"POPDC2",0.093295734780836,0.969952634197529,0.0688888114535564,0.93914373777039,-0.0228171363266933,0.980108479276866
"COX17",-0.103067790948086,0.958378175838259,-0.119989444745571,0.763121519273086,-0.196392888138091,0.660258785451696
"GSK3B",-0.0160948395838862,0.987232790302631,-0.000342958691998952,0.99967840875972,-0.0392446547777053,0.914851075982289
"LRRC58",-0.100941912386989,0.858041384046153,-0.0907366570487778,0.724563954005688,-0.0825898523705117,0.753537006790174
"FSTL1",-0.484870661794539,0.902996184285982,-0.452374840371096,0.700576833586673,-0.606286171932534,0.526483868522985
"NDUFB4",0.0196076038417828,0.993545111216598,-0.0201607068382878,0.961663698018687,-0.038670739301819,0.919542522552017
"HCLS1",0.0601660621909817,0.970019150556478,0.0566338414878935,0.925773221047207,0.13454762337122,0.792044889142667
"GOLGB1",0.0183160079327047,0.987179055001188,0.0139910624108998,0.973180525785074,0.0318982676635216,0.939131388391146
"IQCB1",-0.0430687553730068,0.962718721338874,-0.0185823201200108,0.96277084031199,-0.0835226264304237,0.806345549179156
"EAF2",-0.138770335028162,0.911641919586937,-0.0700794355690093,0.891507633403955,-0.183656663184974,0.64254253499209
"SLC15A2",-0.0209668719927897,0.989020511532505,-0.0175730186679391,0.981281389473242,-0.0569597691923518,0.946888849990106
"CD86",0.0178381079176851,0.989020511532505,0.0580266240797248,0.873485069640704,0.0207343051026022,0.966616392904718
"CSTA",-0.0325489066111561,0.987381297202584,-0.0394254352966958,0.956240560346755,-0.0657556518863064,0.923653412051578
"FAM162A",0.141561079713796,0.850765417220173,0.068746718291025,0.842139493669345,0.065079951206623,0.82924665755452
"KPNA1",0.0675436561131852,0.941362866167704,0.0496785200955885,0.89555290468384,0.0242781980409758,0.963197165494884
"PARP9",0.102396569996351,0.952093474531886,0.101924749369064,0.855616970453911,0.109998091669509,0.861600338130576
"DTX3L",-0.00488934792861043,0.994202951143564,-0.0371948294434257,0.950756828849506,-0.0370358240349862,0.957032935111442
"PARP14",0.0908552889980564,0.962718721338874,0.121602484417703,0.791438454835134,0.0900954324249534,0.878146078064477
"HSPBAP1",-0.301459072624606,0.620497879203569,-0.219723477915234,0.567636892317067,-0.307527527380527,0.430331057882329
"SLC49A4",-0.0195521630955919,0.987676987381042,0.00672677685481859,0.989717950041587,-0.0515489077114898,0.936418953465064
"SEC22A",0.0588154532160004,0.962718721338874,0.0749434572735031,0.879318949048446,0.0585833314556962,0.922709833813539
"MYLK",-0.126972438228429,0.969952634197529,-0.058000638477587,0.963632023564318,-0.130541992903582,0.893280087890469
"CCDC14",-0.327620185118323,0.620497879203569,-0.238969165229902,0.539909812541728,-0.288453625538453,0.425009765064099
"ITGB5",-0.0410602033927285,0.978916937415713,0.0168308161706259,0.972626641981822,-0.0753610451311699,0.861600338130576
"HEG1",-0.213322075263244,0.895362634494784,-0.135910761624359,0.827265188324808,-0.23773901296389,0.685511798317414
"ZNF148",-9.82192855563261e-05,0.999963380658618,0.00519547350655223,0.987973601121545,0.0378533775747718,0.919542522552017
"SNX4",0.24948054256209,0.623672057295787,0.21392952151721,0.539909812541728,0.238495541355369,0.430331057882329
"OSBPL11",-0.124356629943555,0.841271683568883,-0.0833105570988782,0.781746921621551,-0.13110881667046,0.678245423085493
"LINC02614",-0.901836910876212,0.607226415643211,-0.638630737650277,0.539909812541728,-0.854876021694483,0.324961180468978
"KLF15",-0.337324802639681,0.937120241257205,-0.287187516908332,0.848123562433291,-0.415207297554349,0.674363867120955
"ZXDC",0.0590673292018787,0.961399538616457,0.0671829375735997,0.891507633403955,0.0116795950683625,0.987634434445471
"CHCHD6",0.0329703984965888,0.987168661761228,0.0726820028203626,0.893945927996825,0.03343466736588,0.967663675087524
"MGLL",0.0747381061327464,0.969952634197529,0.0906592811263888,0.892452868202711,0.122844445214836,0.853829098635518
"SEC61A1",0.205689517761768,0.663974594664865,0.149585425192075,0.610562468549926,0.178856475533026,0.55987109229781
"EEFSEC",0.20998187555394,0.795125502187699,0.177763245043121,0.682769929955018,0.200236369630338,0.67979676378871
"GATA2",0.285535890932222,0.937120241257205,0.224974040510873,0.831585683331886,0.129853848527461,0.916613851665333
"RPN1",0.214123461407358,0.85325053155458,0.082461642888348,0.834738933582356,0.066181599220845,0.869793185908311
"RAB7A",0.174853774655962,0.819309104725403,0.132725847326981,0.704956467974747,0.134817812312782,0.709298290205447
"CNBP",0.172036646361086,0.819309104725403,0.117872405737076,0.755891760836901,0.133002572782335,0.703913696755257
"H1FX",0.20089192345305,0.923535871787432,0.0564569548823737,0.891507633403955,0.014768618967138,0.979207899684523
"MBD4",0.207484922620529,0.795440606734161,0.138013768844908,0.732900498693472,0.218581299580816,0.594301230245286
"PLXND1",0.0691803701153613,0.964462552585652,0.0323900407619469,0.951921041926033,0.0819918277768986,0.850173416597071
"TMCC1",-0.217063394120011,0.654027551099472,-0.154876187452107,0.602584390525497,-0.233558521602186,0.454646209978998
"TRH",0.677928954161013,0.794511475184592,0.493866033134776,0.675699955475318,0.729563326338794,0.53105850834748
"AC097105.1",-0.38962788594059,0.908458190058852,-0.36265269962816,0.713248734092951,-0.562560437197565,0.59257341004653
"ATP2C1",-0.104983166031213,0.920885507075657,-0.12305892733436,0.728626054491622,-0.19405974671231,0.580119673975908
"NEK11",-0.107379271875956,0.92417531528931,-0.00991295122558442,0.989648351854567,-0.0712467810792465,0.93637900575043
"AC010210.1",-0.412336237098329,0.620497879203569,-0.336751170348794,0.539909812541728,-0.379458260144182,0.47176849052667
"NUDT16",0.27410487003939,0.850765417220173,0.167498413803536,0.823408681057155,0.272947568246549,0.709298290205447
"MRPL3",0.222560170954477,0.847164208899954,0.147492517755619,0.790067916621749,0.241083670028972,0.584982212025935
"DNAJC13",-0.162308714095014,0.743988537519481,-0.13650920362505,0.614396075881076,-0.160256089225103,0.585640017648962
"ACAD11",-0.122232693884006,0.923602803613446,-0.0938004289726595,0.879318949048446,-0.130201011194782,0.83780945723087
"NPHP3",-0.425040719235199,0.59030874370855,-0.315532429137746,0.539909812541728,-0.409741606601948,0.372925951502991
"CDV3",0.249181751413983,0.672839863206178,0.187186008830489,0.577660339563635,0.169776768123412,0.652434105797126
"TOPBP1",-0.135849013448191,0.831586301123345,-0.105337417420319,0.723988436794654,-0.128125065996061,0.69321545449816
"TF",-0.351706569761293,0.878896297442202,-0.270625591486645,0.809409034753912,-0.333871162689523,0.725100421060311
"RYK",-0.122302574279424,0.885213448640826,-0.102900802932354,0.791438454835134,-0.151481682341819,0.706323775177875
"AMOTL2",-0.316881515516506,0.946978282166981,-0.279486347913285,0.877318442258331,-0.400347444763352,0.760440344298506
"ANAPC13",0.070868549906739,0.986243996198961,0.0206250237518126,0.965689252706415,0.061596877602327,0.869793185908311
"CEP63",-0.0731831547459105,0.915615419264746,-0.0483478742839279,0.870457524583782,-0.0447794358289412,0.891055840715954
"EPHB1",0.092806341541915,0.986740807946813,0.0989948125045098,0.961617869252362,0.0636042125065802,0.972994753675532
"PPP2R3A",0.17807883091093,0.92417531528931,0.206220284511644,0.790067916621749,0.313812401542519,0.677246287404597
"STAG1",-0.168798889697876,0.779940702334348,-0.115271343715476,0.67273820695454,-0.17132639660229,0.521835404394511
"SLC35G2",-0.409746654454566,0.680099010735253,-0.258497300162531,0.704938019635202,-0.408841417283828,0.544090303005886
"NCK1-DT",-0.31137780849908,0.743988537519481,-0.210754669320194,0.675806956804428,-0.289673288412334,0.57608720313013
"NCK1",0.0191568434222259,0.987676987381042,0.0224811405705488,0.963675564531743,0.00245035665634968,0.997315950306238
"ARMC8",0.025603444161049,0.979514484933612,0.0183649583457804,0.963675564531743,-0.00228683033687644,0.997113640321465
"MRAS",0.112033486772911,0.96362700941351,0.0332486826984584,0.961663698018687,-0.0298746061967479,0.967663675087524
"PIK3CB",-0.27509654106551,0.615910607717767,-0.209255530522464,0.539909812541728,-0.219013484158086,0.503188932768188
"COPB2",0.188568160376432,0.743988537519481,0.145804096956859,0.680554703992045,0.204438289183889,0.510146919208901
"AC046134.2",-0.128156881546776,0.923535871787432,-0.0478111515019596,0.948560750840966,-0.103263168023711,0.879439979844401
"RBP1",0.346870194276363,0.958007726819188,0.187064237594075,0.932320009271582,0.081690463086743,0.973358142496759
"CLSTN2",-0.109124430952497,0.986740807946813,0.000216792221276385,0.99967840875972,-0.120515832911121,0.951917333690946
"SLC25A36",0.0303383412975082,0.969952634197529,0.00594344684179413,0.983479606891045,-0.0045239800790043,0.992577129869039
"PXYLP1",-0.456580579952088,0.743641475921582,-0.346722640533944,0.682971009494621,-0.488205127049114,0.5743622805577
"ZBTB38",-0.0738780259969383,0.935853944284842,-0.0596324209500196,0.87832623869238,-0.112607296398962,0.757299251546283
"RASA2",-0.27205427662405,0.620497879203569,-0.182266165781385,0.571185324951607,-0.208374864283562,0.552534852329702
"RNF7",0.219787937511997,0.882264046366445,0.11870632791882,0.728626054491622,0.130438432772616,0.677201813200289
"ATP1B3",0.324698623860437,0.814238168764927,0.292986831099349,0.59186078503092,0.367824383456986,0.473137461033362
"TFDP2",0.124656678988989,0.909991992195616,0.115676603593917,0.790067916621749,0.174526043398919,0.722252774202751
"GK5",-0.268998964710396,0.743321115019168,-0.16522772460408,0.700576833586673,-0.188578669372193,0.684351540774242
"XRN1",0.065239474803954,0.946978282166981,0.0380316861029628,0.923054773439819,0.0795152416830167,0.82924665755452
"ATR",-0.207480383439305,0.740956428327799,-0.149467629834574,0.680554703992045,-0.10393185913374,0.792149335517592
"TRPC1",-0.380027961998416,0.831586301123345,-0.291297775970251,0.712661164701235,-0.358746107322498,0.674363867120955
"U2SURP",-0.116422219084131,0.850765417220173,-0.100402057608776,0.736250818799569,-0.11580857928711,0.732182402937651
"CHST2",-0.217649748760777,0.935853944284842,-0.187838829991236,0.756801218738335,-0.334390816651691,0.545348360797921
"SLC9A9",-0.347021941547798,0.628523140147356,-0.217803491634022,0.58453580524573,-0.326363445471045,0.416337165345633
"DIPK2A",-0.140690841165203,0.874972551610285,-0.148351031812486,0.695474235878513,-0.19511558423627,0.628925208978826
"PLOD2",0.246749070803046,0.937120241257205,0.190464752853383,0.875386073049582,0.133413170844117,0.916996650945138
"PLSCR4",-0.050863515920763,0.989020511532505,-0.0443679531038946,0.979555468753244,-0.107238074120029,0.957562802791205
"PLSCR1",0.0317629222033989,0.987232790302631,0.0311619970742848,0.962453021478042,0.0272793516462501,0.973046066546357
"CPA3",-0.949597724545317,0.858464683804866,-0.893228911359262,0.69275266410881,-0.864844534740441,0.741261845945827
"GYG1",0.260749347465679,0.713114450976295,0.184104238756567,0.655885041836434,0.271627854610599,0.510146919208901
"HLTF",-0.138028251289169,0.885618959136343,-0.10376285035384,0.806409740187469,-0.131940472920482,0.740850861189192
"HPS3",-0.122626119686904,0.915615419264746,-0.121393340483666,0.76807261540306,-0.149111474344168,0.740850861189192
"CP",-0.124182045670085,0.972747459822463,-0.0348539632805869,0.980768903450828,-0.0890625387875204,0.949848283750376
"TM4SF1",-0.084547462593473,0.987676987381042,-0.100571068078562,0.96242869953788,-0.399234318580865,0.780353552464128
"WWTR1",-0.164112877563982,0.932956753512882,-0.153615642823102,0.819651123007178,-0.26562853752056,0.664639500351045
"COMMD2",-0.0494963541424126,0.965026801109949,-0.0407545001407956,0.921654579977596,-0.0365700531172945,0.934890182573882
"ANKUB1",-0.59738663023555,0.675213542065773,-0.439757153199103,0.707016966668684,-0.705942996404276,0.522774339424714
"RNF13",0.0423056413075744,0.97438769286752,0.0223018946779654,0.963675564531743,0.0661100334528691,0.888344912302343
"PFN2",0.0277035016327931,0.989020511532505,0.0311391423906001,0.975940010120607,0.0923767235746245,0.918553403979254
"TSC22D2",-0.0229091204373782,0.987676987381042,-0.0214130259345081,0.964848597870791,-0.0683689908548202,0.868416651730548
"SERP1",0.131848896856054,0.847763278066247,0.0975346110346875,0.732900498693472,0.134690319704381,0.659522181455106
"EIF2A",-0.0208952958094851,0.987232790302631,-0.0100316603640702,0.982567521584643,0.0561386531769395,0.888998683162165
"SELENOT",0.24212246853534,0.75651538860226,0.167700539646725,0.708988104897947,0.200250590645626,0.659522181455106
"SIAH2",0.15039952132885,0.916339396900937,0.201678277690368,0.567636892317067,0.152452996633697,0.661101052133121
"MED12L",-0.259418654533486,0.937120241257205,-0.0796784685585579,0.963675564531743,-0.210936283601254,0.90796263499482
"GPR171",0.26838529226512,0.947261053507097,0.155541735310418,0.929818547307167,0.583511577403629,0.6824871277944
"P2RY14",-0.678650517193096,0.740956428327799,-0.445632595078796,0.684666089327022,-0.538461815677262,0.653717293188076
"P2RY13",-0.197850120721872,0.937120241257205,-0.168282000081589,0.846302459024057,-0.275990888133075,0.753392468267112
"P2RY12",-0.0501029105461425,0.987232790302631,-0.0783313517438989,0.942866865475612,-0.298868694265933,0.65642344853735
"MBNL1",-0.273626072379117,0.717383688669922,-0.22705579643847,0.571185324951607,-0.280861026524224,0.518056166425906
"MBNL1-AS1",-0.479386956253448,0.663974594664865,-0.277181324446413,0.647522929906919,-0.440058464398796,0.343224439327631
"RAP2B",-0.102798782935272,0.924498996804901,-0.117614177208925,0.756801218738335,-0.120993802220338,0.773542721086432
"ARHGEF26-AS1",-0.711864221909648,0.847763278066247,-0.459888766861952,0.799176790955061,-0.627764163394739,0.656156410780707
"ARHGEF26",-0.179374052311857,0.961399538616457,-0.126692857571677,0.923054773439819,-0.138217306079038,0.877911583309889
"DHX36",0.00571539562679853,0.990966923882266,0.00392978861129732,0.989648351854567,-0.00506112720765428,0.991545995272153
"GMPS",0.203376242019633,0.792874152397324,0.147720641562365,0.718363586852566,0.27130877613489,0.44942468992586
"KCNAB1",-0.203248074289245,0.946978282166981,-0.126915557321618,0.923108484360897,-0.308166797093151,0.732182402937651
"SSR3",0.232622974527768,0.847763278066247,0.104109345821406,0.790581386278727,0.186055030749294,0.642437071348006
"TIPARP",0.268414470611002,0.743988537519481,0.132049906579676,0.707054072340348,0.13890966424527,0.69827389336335
"LINC00886",-0.256234244826005,0.847403579302165,-0.183487375202939,0.791438454835134,-0.232510176789839,0.763653082700191
"LEKR1",-0.295535593462917,0.877674649062151,-0.219021755139875,0.75870240413609,-0.384476454339357,0.59812902056963
"CCNL1",-0.0158555246589551,0.987676987381042,-0.0392853811657547,0.929818547307167,-0.0702191661995277,0.868416651730548
"AC092944.1",-0.540366900020826,0.562118039898797,-0.377565490842155,0.539909812541728,-0.484353933510708,0.343224439327631
"PTX3",-0.314398062573222,0.891570953693957,-0.299779257438093,0.539909812541728,-0.334888478826019,0.492865920176733
"RSRC1",-0.129598045159967,0.841271683568883,-0.0934015174638605,0.758266749115759,-0.106578009746725,0.772663272404715
"MLF1",0.0465335678521567,0.985214763269641,0.0129002683441785,0.98265815997378,0.00170219993409501,0.998801924059983
"LXN",-0.0917708513174125,0.965257932729473,-0.017460893958212,0.981281389473242,-0.0915003833606938,0.911696415617216
"RARRES1",-0.117208698736523,0.969952634197529,-0.0383697637490744,0.975178059978425,-0.117045013633142,0.908780995341695
"MFSD1",0.0190144447403983,0.987676987381042,-0.0317718381563089,0.957394958288183,-0.0145585952184244,0.981821004739499
"IQCJ-SCHIP1",0.0518411115834884,0.987676987381042,0.166479314810071,0.891954018570986,-0.0734075218021421,0.951715326242549
"IFT80",-0.373308841978462,0.620497879203569,-0.24816029372881,0.587136488655059,-0.307536171508793,0.532551602204525
"SMC4",-0.123215166515056,0.850765417220173,-0.108380415126252,0.726008162470312,-0.144808504472301,0.663353740204739
"KPNA4",0.0858846870793129,0.903608037062864,0.0631678461535547,0.823141670358777,0.0183258792355592,0.963163635851747
"PPM1L",-0.155248273350249,0.83719837079417,-0.0973071042117665,0.813747570349955,-0.0815022162785323,0.873908915379155
"NMD3",-0.104279025520135,0.903608037062864,-0.0121766444858732,0.975491710400042,0.00387359266959214,0.99504417436632
"PDCD10",0.111876240264305,0.903608037062864,0.0700402773597407,0.870765190363925,0.0962164694745829,0.83780945723087
"SERPINI1",0.0885451546506672,0.975258468956804,0.0657947872298799,0.958093966183399,0.0549078799423877,0.970880275567133
"GOLIM4",0.143211726941934,0.847763278066247,0.125514222132293,0.713248734092951,0.225934251026375,0.45494131779146
"SEC62",-0.105944487549231,0.92417531528931,-0.111706336160569,0.756801218738335,-0.147268950102562,0.716323327546628
"PHC3",-0.312718522164109,0.607226415643211,-0.247817914096313,0.539909812541728,-0.257758344835631,0.420322421599594
"PRKCI",-0.0993939178420746,0.926058247355641,-0.0444323189895828,0.921322498525649,-0.0508277062816411,0.916996650945138
"SKIL",-0.0331326408569901,0.987168661761228,9.81929891076695e-05,0.99967840875972,0.0179673941515411,0.976949166476538
"CLDN11",0.123734459684264,0.969952634197529,0.0896427559410963,0.870661925294145,0.0896323780709554,0.871962768137203
"SLC7A14-AS1",-0.0569748169140851,0.987676987381042,0.0163603921972916,0.990936461781775,-0.211973107126853,0.868416651730548
"RPL22L1",0.0905095942990687,0.975333653661194,0.0082851269029881,0.986357352470941,0.0098151724488779,0.989193131684562
"TNIK",-0.904432859054714,0.623672057295787,-0.56605988460539,0.567636892317067,-0.634792555671696,0.518056166425906
"PLD1",0.0723453259816752,0.975727322813314,0.0292407213771577,0.975491710400042,0.00936843966448537,0.995031168540369
"FNDC3B",-0.115660821579704,0.909991992195616,-0.0899070174213224,0.825928810266268,-0.0838096823110524,0.860190911861655
"TNFSF10",0.197360016338483,0.871146086444017,0.0948273597211637,0.865887045284762,0.114063222608202,0.848852976435192
"NCEH1",0.142816398191295,0.888338548189388,0.0796595132837025,0.875901207578288,0.189363818913119,0.594301230245286
"ECT2",-0.0742169207088908,0.973470246864783,-0.0296062832106293,0.972626641981822,0.0138725450023457,0.990420116511119
"NAALADL2",-0.51086126607495,0.663974594664865,-0.377186239957317,0.660243239455962,-0.586821196943827,0.454646209978998
"TBL1XR1",-0.0348310543340612,0.978731255112132,-0.016605672248541,0.973528437650212,0.0299017754316617,0.952219745772006
"LINC00578",1.01992431530709,0.713703084504335,0.753595102030356,0.614396075881076,1.04054386508357,0.518056166425906
"KCNMB2-AS1",-0.355812878757485,0.858464683804866,-0.213322922226626,0.865887045284762,-0.312992940373881,0.794147584924042
"ZMAT3",-0.158640192488985,0.912259746037492,-0.125400213978484,0.837201784480071,-0.255718849587598,0.65642344853735
"PIK3CA",-0.0924651615746626,0.911641919586937,-0.0968985391399583,0.755206261592226,-0.10983756824353,0.757346948876477
"MFN1",0.170601519962383,0.871146086444017,0.0948266059275849,0.86055599668641,0.147679922367708,0.770255027197967
"GNB4",0.115531005110365,0.91971507233412,0.0450638652963652,0.927295078732702,0.0495974620510947,0.932604915803144
"MRPL47",0.229828076039349,0.809147447471828,0.144079183561013,0.695474235878513,0.162501911705751,0.669670035570073
"NDUFB5",0.231202701592562,0.847763278066247,0.15801732117331,0.755804595002153,0.227008177575524,0.617670448466621
"USP13",-0.353538771398004,0.713703084504335,-0.260555237711704,0.616245684561578,-0.364402729440367,0.518056166425906
"TTC14",-0.130022632297634,0.879034398226686,-0.0947056692828441,0.819651123007178,-0.136179743447902,0.745915883672409
"FXR1",-0.0824922786683309,0.937295590475388,-0.0836184567873235,0.833312333476619,-0.0705165692206079,0.88003463546364
"DNAJC19",-0.0225096873338456,0.989020511532505,-0.0616737044142379,0.837532471123586,-0.0833842871726195,0.760440344298506
"SOX2-OT",-0.61264183379977,0.813674485940211,-0.462697139809158,0.700576833586673,-0.58423623142791,0.618310367784815
"SOX2",-0.677876414859649,0.86918309088418,-0.549650806596185,0.755206261592226,-0.671976027561236,0.653818859526795
"ATP11B",-0.138762375317609,0.847164208899954,-0.116268123113428,0.717414870888019,-0.193812952629424,0.562754315836961
"DCUN1D1",-0.0337447537243522,0.977335854090386,-0.028948840894179,0.952524996265069,-0.0160444989958951,0.977649323251274
"LAMP3",0.00576641544411215,0.998674355631457,0.0497970630335482,0.973528437650212,-0.00530044775497188,0.998345852916099
"MCF2L2",-0.447490142893914,0.75170860107918,-0.277223570733723,0.682769929955018,-0.388006615979371,0.52551450346205
"B3GNT5",-0.144801029336871,0.937120241257205,-0.124030656267913,0.813747570349955,-0.221630647823258,0.660258785451696
"KLHL6",0.46090889173827,0.615910607717767,0.291943831794465,0.539909812541728,0.360436614243274,0.275223601443207
"KLHL24",0.0414839476855627,0.97333750941677,-0.0173941464553127,0.963675564531743,0.0111475774165561,0.980101463111603
"YEATS2",0.0957683489675417,0.934723286792728,0.0614145140649158,0.882796185416272,0.0717134086359282,0.868416651730548
"ABCC5",-0.0466748518675601,0.978731255112132,-0.0150165515268097,0.980260842713262,-0.000951693805499378,0.999340717235879
"AP2M1",0.498405695259882,0.700393778780536,0.327373758322246,0.539909812541728,0.38823613899708,0.455729469688749
"PSMD2",0.3487276868744,0.562118039898797,0.251644557624057,0.539909812541728,0.291590917140776,0.376391918003978
"EIF4G1",0.193739625890653,0.713703084504335,0.129968833117424,0.680554703992045,0.143557838415164,0.661047764554629
"VPS8",-0.135369113184843,0.795440606734161,-0.111708201038267,0.699037608564375,-0.154365178560566,0.647645222814032
"C3orf70",0.209439843503482,0.956660628690128,0.104479312040681,0.951921041926033,-0.0191175570096259,0.992783438464685
"MAP3K13",-0.122642239778451,0.903608037062864,-0.0491191628810618,0.923054773439819,-0.0794832093629221,0.879439979844401
"SENP2",-0.146535472831747,0.813635984388874,-0.0977264012884297,0.735856182479457,-0.154496203977559,0.639972620212142
"IGF2BP2",-0.147518126753654,0.95155244283198,-0.131897776683543,0.879318949048446,-0.0627112144207002,0.951715326242549
"TRA2B",-0.245536841834851,0.787305031476758,-0.202140641702322,0.614396075881076,-0.303855009698093,0.426574974407626
"ETV5",-0.37577612551274,0.659564394798225,-0.233063155785603,0.638613914919712,-0.355106751506697,0.492469095361986
"DGKG",-0.151106298848131,0.934816943280864,-0.0325941234000271,0.968736910528144,0.0221873519482342,0.982599449114156
"DNAJB11",0.246296714072507,0.684558955714022,0.218473239589697,0.565951168967911,0.253948916073,0.492865920176733
"EIF4A2",-0.000214969236666958,0.999963380658618,-0.0473758096233147,0.903307056619906,-0.00543455334237155,0.992143007283185
"ST6GAL1",-0.0636477770762134,0.969952634197529,-0.0422348570132688,0.950352759818587,-0.0764054923678762,0.900216596874957
"BCL6",-0.25744040428779,0.743988537519481,-0.166500699640756,0.635116598030598,-0.221773680979948,0.552534852329702
"LPP",-0.161544308919078,0.805297296612406,-0.124782748978038,0.69275266410881,-0.126187009695512,0.673601444674556
"TPRG1",0.00464449359300089,0.996726244908192,0.0304829820189628,0.974061650661939,-0.00777726809137755,0.995891531328593
"P3H2",-0.36669658861086,0.833686082887391,-0.237644564101293,0.763807426580721,-0.459139108811716,0.558318790890467
"CLDN1",-0.830837384773134,0.628902509076854,-0.551557177532849,0.605933254866572,-0.884666293601251,0.42463556256099
"IL1RAP",-0.186322915093438,0.903608037062864,-0.0883644280474902,0.875077046802286,-0.228762515493503,0.591317813247651
"CCDC50",-0.0761817322135909,0.954971639490914,-0.0913709961306614,0.856449746085977,-0.144726469733316,0.774544852909099
"FGF12",0.306636089445723,0.917132712636844,0.333774443067986,0.707054072340348,0.189369792045849,0.829309687795442
"MB21D2",-0.110996277875828,0.969952634197529,-0.0057015794753036,0.990743626069857,-0.0633928593595063,0.909927751862353
"OPA1",-0.00624775115209948,0.990850390543415,-0.00980944437653901,0.975491710400042,-0.0190924926590931,0.961542996655408
"HES1",-0.381965960377703,0.882264046366445,-0.385471635869644,0.619039507055099,-0.574168233141113,0.454646209978998
"ATP13A3",-0.004156619792903,0.996717133488803,-0.0705229776524098,0.868420307355323,-0.100135793391367,0.830448887793427
"FAM43A",0.201276817995388,0.937120241257205,0.0235142511283482,0.973021251271484,-0.136115611990527,0.762674922516359
"ACAP2",-0.122723395506635,0.877674649062151,-0.0829218849411899,0.805882240027355,-0.106494511471461,0.773542721086432
"PPP1R2",0.143325662833585,0.833686082887391,0.119527459160269,0.682971009494621,0.126902415448017,0.676360722578207
"APOD",-0.406479059758492,0.962718721338874,-0.369319251792844,0.911790652554603,-0.684547935930333,0.837400069612318
"TFRC",-0.110237113924324,0.972747459822463,-0.0434446939410004,0.96668416533004,0.0596378436918801,0.957416828868268
"UBXN7",-0.104113725779342,0.871146086444017,-0.0915782703297564,0.710672050386581,-0.12124664224845,0.659522181455106
"RNF168",0.166595978767177,0.85325053155458,0.156560312899963,0.666718772248074,0.104840759415015,0.745479749789988
"PIGX",-0.104252413698874,0.945421051661546,-0.0421768490618643,0.924274119234894,-0.025403628241625,0.965835238935591
"PAK2",0.0500172900183784,0.975258468956804,0.0495806615170701,0.928729308407458,0.0737285419589801,0.897120364639856
"SENP5",-0.240016044183422,0.704988306651163,-0.176986225146097,0.576859503928985,-0.237283638877936,0.459587336422672
"NCBP2",-0.00438968470455947,0.993039382491997,-0.00345344390234651,0.992767031795886,-0.0224502622567461,0.962281970828449
"MELTF",0.101860092385156,0.969952634197529,0.0543509999366646,0.951200760838363,-0.095709129625209,0.877069431682963
"DLG1",-0.208029976732282,0.674893276948019,-0.145877479735631,0.63709012848594,-0.212623619562657,0.518056166425906
"RUBCN",-0.124959412354229,0.908458190058852,-0.0756221293570626,0.833086038015381,-0.137894439128611,0.703913696755257
"FYTTD1",0.039337967026733,0.978731255112132,0.0166735025137734,0.974805014070348,-0.0211352066427733,0.975167068916286
