"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"nmSC","C3low_Myeloid","NRXN3","CLSTN1",0.000712762666478879,0,"Q9HDB5_CLSTN1","NRXN3 - CLSTN1","NRXN","Cell-Cell Contact","PMID: 32434929"
"myeSC","C3high_Myeloid","APP","SORL1",0.0610442717541455,0,"APP_SORL1","APP - SORL1","APP","Cell-Cell Contact","PMID: 24523320"
"nmSC","C3high_Myeloid","APP","SORL1",0.0595006370831308,0,"APP_SORL1","APP - SORL1","APP","Cell-Cell Contact","PMID: 24523320"
"myeSC","C3low_Myeloid","APP","SORL1",0.0530527462120628,0,"APP_SORL1","APP - SORL1","APP","Cell-Cell Contact","PMID: 24523320"
"nmSC","C3low_Myeloid","APP","SORL1",0.0517000673887653,0,"APP_SORL1","APP - SORL1","APP","Cell-Cell Contact","PMID: 24523320"
"myeSC","C3high_Myeloid","APP","TNFRSF21",0.00186779181463699,0,"APP_TNFRSF21","APP - TNFRSF21","APP","Cell-Cell Contact","PMID: 33075465"
"nmSC","C3high_Myeloid","APP","TNFRSF21",0.00181766392170891,0,"APP_TNFRSF21","APP - TNFRSF21","APP","Cell-Cell Contact","PMID: 33075465"
"myeSC","C3low_Myeloid","APP","TNFRSF21",0.000384301302035555,0,"APP_TNFRSF21","APP - TNFRSF21","APP","Cell-Cell Contact","PMID: 33075465"
"nmSC","C3low_Myeloid","APP","TNFRSF21",0.00037397248669594,0,"APP_TNFRSF21","APP - TNFRSF21","APP","Cell-Cell Contact","PMID: 33075465"
"C3high_Myeloid","myeSC","APP","TNFRSF21",0.00104526269496742,0,"APP_TNFRSF21","APP - TNFRSF21","APP","Cell-Cell Contact","PMID: 33075465"
"C3low_Myeloid","myeSC","APP","TNFRSF21",0.00147409224969676,0,"APP_TNFRSF21","APP - TNFRSF21","APP","Cell-Cell Contact","PMID: 33075465"
"myeSC","C3high_Myeloid","APP","TREM2_TYROBP",0.115990613157693,0,"APP_TREM2_TYROBP","APP - (TREM2+TYROBP)","APP","Cell-Cell Contact","PMID:27477013"
"nmSC","C3high_Myeloid","APP","TREM2_TYROBP",0.113225089722571,0,"APP_TREM2_TYROBP","APP - (TREM2+TYROBP)","APP","Cell-Cell Contact","PMID:27477013"
"myeSC","C3low_Myeloid","APP","TREM2_TYROBP",0.072309041554937,0,"APP_TREM2_TYROBP","APP - (TREM2+TYROBP)","APP","Cell-Cell Contact","PMID:27477013"
"nmSC","C3low_Myeloid","APP","TREM2_TYROBP",0.0705019415220322,0,"APP_TREM2_TYROBP","APP - (TREM2+TYROBP)","APP","Cell-Cell Contact","PMID:27477013"
"C3high_Myeloid","nmSC","CADM1","NECTIN3",0.00102215547516728,0,"CADM1_NECTIN3","CADM1 - NECTIN3","CADM","Cell-Cell Contact","uniprot"
"C3low_Myeloid","nmSC","CADM1","NECTIN3",0.000488539655002966,0,"CADM1_NECTIN3","CADM1 - NECTIN3","CADM","Cell-Cell Contact","uniprot"
"myeSC","C3high_Myeloid","CADM3","CADM1",0.0172227301207657,0,"CADM3_CADM1","CADM3 - CADM1","CADM","Cell-Cell Contact","PMID: 33397712;"
"nmSC","C3high_Myeloid","CADM3","CADM1",0.00429885295051938,0,"CADM3_CADM1","CADM3 - CADM1","CADM","Cell-Cell Contact","PMID: 33397712;"
"myeSC","C3low_Myeloid","CADM3","CADM1",0.00830189652667147,0,"CADM3_CADM1","CADM3 - CADM1","CADM","Cell-Cell Contact","PMID: 33397712;"
"nmSC","C3low_Myeloid","CADM3","CADM1",0.00205816293472606,0,"CADM3_CADM1","CADM3 - CADM1","CADM","Cell-Cell Contact","PMID: 33397712;"
"nmSC","C3high_Myeloid","CNTN1","NOTCH2",0.0011064280724734,0,"CNTN1_NOTCH2","CNTN1 - NOTCH2","CNTN","Cell-Cell Contact","reactome;PMID:14567914;PMID: 33957164"
"nmSC","C3low_Myeloid","CNTN1","NOTCH2",0.0015913632845778,0,"CNTN1_NOTCH2","CNTN1 - NOTCH2","CNTN","Cell-Cell Contact","reactome;PMID:14567914;PMID: 33957164"
"nmSC","C3high_Myeloid","NTN4","UNC5B",5.2887127952466e-05,0,"NTN4_UNC5B","NTN4 - UNC5B","Netrin","Cell-Cell Contact","PMID: 31914695"
"nmSC","C3low_Myeloid","NTN4","UNC5B",4.94830946821811e-07,0,"NTN4_UNC5B","NTN4 - UNC5B","Netrin","Cell-Cell Contact","PMID: 31914695"
"C3high_Myeloid","myeSC","PECAM1","CD38",5.54255812699465e-05,0,"PECAM1_CD38","PECAM1 - CD38","PECAM2","Cell-Cell Contact","PMID:26407101"
"C3low_Myeloid","myeSC","PECAM1","CD38",4.25307433271712e-05,0,"PECAM1_CD38","PECAM1 - CD38","PECAM2","Cell-Cell Contact","PMID:26407101"
